Time(s),X,Y,Z,Pitch,Yaw,FL,FR,RL,RR,Vx,Vy,Vz
45.6,362.0855610327101,362.0855610327101,57.81703913599991,1.28,0.79,1800,1800,1800,1800,1.26,1.26,-0.05
45.7,362.2018712279841,362.2018712279841,57.76509030399991,1.3,0.79,1800,1800,1800,1800,1.16,1.16,-0.52
45.8,362.3094581586126,362.3094581586126,57.66584467199991,1.32,0.79,1800,1800,1800,1800,1.08,1.08,-0.99
45.9,362.4089760694439,362.4089760694439,57.51930223999992,1.33,0.79,1800,1800,1800,1800,1.0,1.0,-1.47
46.0,362.50103013696287,362.50103013696287,57.325463007999915,1.34,0.79,1800,1800,1800,1800,0.92,0.92,-1.94
46.1,362.58618014941794,362.58618014941794,57.084326975999915,1.36,0.79,1800,1800,1800,1800,0.85,0.85,-2.41
46.2,362.66494391093886,362.66494391093886,56.79589414399992,1.36,0.79,1800,1800,1800,1800,0.79,0.79,-2.88
46.3,362.73780039034574,362.73780039034574,56.46016451199991,1.37,0.79,1800,1800,1800,1800,0.73,0.73,-3.36
46.4,362.8051926337971,362.8051926337971,56.07713807999991,1.38,0.79,1800,1800,1800,1800,0.67,0.67,-3.83
46.5,362.8675304589896,362.8675304589896,55.64681484799991,1.38,0.79,1800,1800,1800,1800,0.62,0.62,-4.3
46.6,362.92519294729266,362.92519294729266,55.169194815999916,1.38,0.79,1800,1800,1800,1800,0.58,0.58,-4.78
46.7,362.97853074897296,362.97853074897296,54.669194815999916,1.38,0.79,1800,1800,1800,1800,0.53,0.53,-5.0
46.8,363.02786821552723,363.02786821552723,54.169194815999916,1.37,0.79,1800,1800,1800,1800,0.49,0.49,-5.0
46.9,363.07350537209,363.07350537209,53.669194815999916,1.37,0.79,1800,1800,1800,1800,0.46,0.46,-5.0
47.0,363.1157197419105,363.1157197419105,53.169194815999916,1.36,0.79,1800,1800,1800,1800,0.42,0.42,-5.0
47.1,363.15476803399446,363.15476803399446,52.669194815999916,1.34,0.79,1800,1800,1800,1800,0.39,0.39,-5.0
47.2,363.19088770417216,363.19088770417216,52.169194815999916,1.32,0.79,1800,1800,1800,1800,0.36,0.36,-5.0
47.3,363.22429839908654,363.22429839908654,51.669194815999916,1.29,0.79,1800,1800,1800,1800,0.33,0.33,-5.0
47.4,364.28495857086637,364.28495857086637,51.169194815999916,0.01,0.79,1860,1860,1860,1860,10.61,10.61,-5.0
47.5,365.3456187426462,365.3456187426462,50.669194815999916,0.01,0.79,1920,1920,1920,1920,10.61,10.61,-5.0
47.6,366.406278914426,366.406278914426,50.169194815999916,0.01,0.79,1980,1980,1980,1980,10.61,10.61,-5.0
47.7,367.46693908620585,367.46693908620585,49.669194815999916,0.0,0.79,2040,2040,2040,2040,10.61,10.61,-5.0
47.8,368.5275992579857,368.5275992579857,49.169194815999916,-0.0,0.79,2100,2100,2100,2100,10.61,10.61,-5.0
47.9,369.5882594297655,369.5882594297655,48.669194815999916,-0.01,0.79,2160,2160,2160,2160,10.61,10.61,-5.0
48.0,370.64891960154534,370.64891960154534,48.169194815999916,-0.01,0.79,2220,2220,2220,2220,10.61,10.61,-5.0
48.1,371.7095797733252,371.7095797733252,47.669194815999916,-0.02,0.79,2280,2280,2280,2280,10.61,10.61,-5.0
48.2,372.770239945105,372.770239945105,47.169194815999916,-0.02,0.79,2340,2340,2340,2340,10.61,10.61,-5.0
48.3,373.83090011688483,373.83090011688483,46.669194815999916,-0.02,0.79,2400,2400,2400,2400,10.61,10.61,-5.0
48.4,374.89156028866466,374.89156028866466,46.169194815999916,-0.03,0.79,2460,2460,2460,2460,10.61,10.61,-5.0
48.5,375.9522204604445,375.9522204604445,45.67066908799992,-0.03,0.79,2520,2520,2520,2520,10.61,10.61,-4.99
48.6,377.0128806322243,377.0128806322243,45.17841571199992,-0.04,0.79,2580,2580,2580,2580,10.61,10.61,-4.92
48.7,378.07354080400415,378.07354080400415,44.69734566399992,-0.04,0.79,2640,2640,2640,2640,10.61,10.61,-4.81
48.8,379.134200975784,379.134200975784,44.232482815999916,-0.05,0.79,2700,2700,2700,2700,10.61,10.61,-4.65
48.9,380.1948611475638,380.1948611475638,43.78896393599992,-0.05,0.79,2760,2760,2760,2760,10.61,10.61,-4.44
49.0,381.25552131934364,381.25552131934364,43.37203868799992,-0.06,0.79,2820,2820,2820,2820,10.61,10.61,-4.17
49.1,382.3161814911235,382.3161814911235,42.987069631999915,-0.06,0.79,2880,2880,2880,2880,10.61,10.61,-3.85
49.2,383.3768416629033,383.3768416629033,42.639532223999915,-0.07,0.79,2940,2940,2940,2940,10.61,10.61,-3.48
49.3,384.43750183468313,384.43750183468313,42.33501481599991,-0.07,0.79,3000,3000,3000,3000,10.61,10.61,-3.05
49.4,385.49816200646296,385.49816200646296,42.07921865599991,-0.08,0.79,3060,3060,3060,3060,10.61,10.61,-2.56
49.5,386.5588221782428,386.5588221782428,41.87795788799991,-0.08,0.79,3120,3120,3120,3120,10.61,10.61,-2.01
49.6,387.6194823500226,387.6194823500226,41.73715955199991,-0.08,0.79,3180,3180,3180,3180,10.61,10.61,-1.41
49.7,388.68014252180245,388.68014252180245,41.66286358399991,-0.09,0.79,3240,3240,3240,3240,10.61,10.61,-0.74
49.8,389.7408026935823,389.7408026935823,41.661222815999906,-0.09,0.79,3300,3300,3300,3300,10.61,10.61,-0.02
49.9,390.8014628653621,390.8014628653621,41.73850297599991,-0.09,0.79,3360,3360,3360,3360,10.61,10.61,0.77
50.0,391.86212303714194,391.86212303714194,41.90108268799991,-0.09,0.79,3420,3420,3420,3420,10.61,10.61,1.63
50.1,392.92278320892177,392.92278320892177,42.15545347199991,-0.09,0.79,3480,3480,3480,3480,10.61,10.61,2.54
50.2,393.9834433807016,393.9834433807016,42.50821974399991,-0.09,0.79,3540,3540,3540,3540,10.61,10.61,3.53
50.3,395.04410355248143,395.04410355248143,42.966098815999906,-0.09,0.79,3600,3600,3600,3600,10.61,10.61,4.58
50.4,396.10476372426126,396.10476372426126,43.466098815999906,-0.08,0.79,3660,3660,3660,3660,10.61,10.61,5.0
50.5,397.1654238960411,397.1654238960411,43.966098815999906,-0.08,0.79,3600,3600,3600,3600,10.61,10.61,5.0
50.6,398.2260840678209,398.2260840678209,44.466098815999906,-0.07,0.79,3540,3540,3540,3540,10.61,10.61,5.0
50.7,399.28674423960075,399.28674423960075,44.966098815999906,-0.07,0.79,3480,3480,3480,3480,10.61,10.61,5.0
50.8,400.3474044113806,400.3474044113806,45.466098815999906,-0.06,0.79,3420,3420,3420,3420,10.61,10.61,5.0
50.9,401.4080645831604,401.4080645831604,45.966098815999906,-0.06,0.79,3360,3360,3360,3360,10.61,10.61,5.0
51.0,402.46872475494024,402.46872475494024,46.466098815999906,-0.05,0.79,3300,3300,3300,3300,10.61,10.61,5.0
51.1,403.52938492672007,403.52938492672007,46.966098815999906,-0.05,0.79,3240,3240,3240,3240,10.61,10.61,5.0
51.2,404.5900450984999,404.5900450984999,47.466098815999906,-0.04,0.79,3180,3180,3180,3180,10.61,10.61,5.0
51.3,405.65070527027973,405.65070527027973,47.966098815999906,-0.04,0.79,3120,3120,3120,3120,10.61,10.61,5.0
51.4,406.71136544205956,406.71136544205956,48.466098815999906,-0.03,0.79,3060,3060,3060,3060,10.61,10.61,5.0
51.5,407.7720256138394,407.7720256138394,48.966098815999906,-0.02,0.79,3000,3000,3000,3000,10.61,10.61,5.0
51.6,408.8326857856192,408.8326857856192,49.466098815999906,-0.02,0.79,2940,2940,2940,2940,10.61,10.61,5.0
51.7,409.89334595739905,409.89334595739905,49.966098815999906,-0.01,0.79,2880,2880,2880,2880,10.61,10.61,5.0
51.8,410.9540061291789,410.9540061291789,50.466098815999906,-0.0,0.79,2820,2820,2820,2820,10.61,10.61,5.0
51.9,412.0146663009587,412.0146663009587,50.966098815999906,0.01,0.79,2760,2760,2760,2760,10.61,10.61,5.0
52.0,413.07532647273854,413.07532647273854,51.466098815999906,0.02,0.79,2700,2700,2700,2700,10.61,10.61,5.0
52.1,414.13598664451837,414.13598664451837,51.966098815999906,0.02,0.79,2640,2640,2640,2640,10.61,10.61,5.0
52.2,415.1966468162982,415.1966468162982,52.466098815999906,0.03,0.79,2580,2580,2580,2580,10.61,10.61,5.0
52.3,416.257306988078,416.257306988078,52.966098815999906,0.04,0.79,2520,2520,2520,2520,10.61,10.61,5.0
52.4,417.31796715985786,417.31796715985786,53.462887903999906,0.05,0.79,2460,2460,2460,2460,10.61,10.61,4.97
52.5,418.3786273316377,418.3786273316377,53.95189379199991,0.07,0.79,2400,2400,2400,2400,10.61,10.61,4.89
52.6,419.4392875034175,419.4392875034175,54.42865708799991,0.08,0.79,2340,2340,2340,2340,10.61,10.61,4.77
52.7,420.49994767519735,420.49994767519735,54.88883129599991,0.09,0.79,2280,2280,2280,2280,10.61,10.61,4.6
52.8,421.5606078469772,421.5606078469772,55.32818281599991,0.1,0.79,2220,2220,2220,2220,10.61,10.61,4.39
52.9,422.621268018757,422.621268018757,55.74259094399991,0.11,0.79,2160,2160,2160,2160,10.61,10.61,4.14
53.0,423.68192819053684,423.68192819053684,56.128047871999904,0.13,0.79,2100,2100,2100,2100,10.61,10.61,3.85
53.1,424.74258836231667,424.74258836231667,56.480658687999906,0.14,0.79,2040,2040,2040,2040,10.61,10.61,3.53
53.2,425.8032485340965,425.8032485340965,56.796641375999904,0.15,0.79,1980,1980,1980,1980,10.61,10.61,3.16
53.3,426.8639087058763,426.8639087058763,57.0723268159999,0.17,0.79,1920,1920,1920,1920,10.61,10.61,2.76
53.4,427.92456887765616,427.92456887765616,57.3041587839999,0.18,0.79,1860,1860,1860,1860,10.61,10.61,2.32
53.5,428.985229049436,428.985229049436,57.4886939519999,0.19,0.79,1800,1800,1800,1800,10.61,10.61,1.85
53.6,430.0458892212158,430.0458892212158,57.6259323199999,0.2,0.79,1800,1800,1800,1800,10.61,10.61,1.37
53.7,431.10654939299565,431.10654939299565,57.7158738879999,0.22,0.79,1800,1800,1800,1800,10.61,10.61,0.9
53.8,432.1672095647755,432.1672095647755,57.7585186559999,0.23,0.79,1800,1800,1800,1800,10.61,10.61,0.43
53.9,433.2278697365553,433.2278697365553,57.7538666239999,0.24,0.79,1800,1800,1800,1800,10.61,10.61,-0.05
54.0,434.28852990833514,434.28852990833514,57.7019177919999,0.25,0.79,1800,1800,1800,1800,10.61,10.61,-0.52
54.1,435.34919008011497,435.34919008011497,57.6026721599999,0.26,0.79,1800,1800,1800,1800,10.61,10.61,-0.99
54.2,436.4098502518948,436.4098502518948,57.4561297279999,0.27,0.79,1800,1800,1800,1800,10.61,10.61,-1.47
54.3,437.4705104236746,437.4705104236746,57.2622904959999,0.28,0.79,1800,1800,1800,1800,10.61,10.61,-1.94
54.4,438.53117059545445,438.53117059545445,57.0211544639999,0.29,0.79,1800,1800,1800,1800,10.61,10.61,-2.41
54.5,439.5918307672343,439.5918307672343,56.7327216319999,0.3,0.79,1800,1800,1800,1800,10.61,10.61,-2.88
54.6,440.6524909390141,440.6524909390141,56.3969919999999,0.31,0.79,1800,1800,1800,1800,10.61,10.61,-3.36
54.7,441.69446320949714,441.69446320949714,56.0139655679999,0.31,0.79,1800,1800,1800,1800,10.42,10.42,-3.83
54.8,442.6582875596939,442.6582875596939,55.5836423359999,0.32,0.79,1800,1800,1800,1800,9.64,9.64,-4.3
54.9,443.54982508362593,443.54982508362593,55.1060223039999,0.32,0.79,1800,1800,1800,1800,8.92,8.92,-4.78
55.0,444.37449729326306,444.37449729326306,54.6060223039999,0.32,0.79,1800,1800,1800,1800,8.25,8.25,-5.0
55.1,445.13731908717745,445.13731908717745,54.1060223039999,0.31,0.79,1800,1800,1800,1800,7.63,7.63,-5.0
55.2,445.84292924654824,445.84292924654824,53.6060223039999,0.3,0.79,1800,1800,1800,1800,7.06,7.06,-5.0
55.3,446.4956186439662,446.4956186439662,53.1060223039999,0.29,0.79,1800,1800,1800,1800,6.53,6.53,-5.0
55.4,447.09935633657784,447.09935633657784,52.6060223039999,0.27,0.79,1800,1800,1800,1800,6.04,6.04,-5.0
55.5,447.6578137022436,447.6578137022436,52.1060223039999,0.24,0.79,1800,1800,1800,1800,5.58,5.58,-5.0
55.6,448.17438676548437,448.17438676548437,51.6060223039999,0.21,0.79,1800,1800,1800,1800,5.17,5.17,-5.0
55.7,448.6522168489821,448.6522168489821,51.1060223039999,0.18,0.79,1860,1860,1860,1860,4.78,4.78,-5.0
55.8,449.09420967621753,449.09420967621753,50.6060223039999,0.13,0.79,1920,1920,1920,1920,4.42,4.42,-5.0
55.9,449.5030530414103,449.5030530414103,50.1060223039999,0.08,0.79,1980,1980,1980,1980,4.09,4.09,-5.0
56.0,449.8812331542136,449.8812331542136,49.6060223039999,0.01,0.79,2040,2040,2040,2040,3.78,3.78,-5.0
56.1,450.23104975855665,450.23104975855665,49.1060223039999,-0.06,0.79,2100,2100,2100,2100,3.5,3.5,-5.0
56.2,450.554630117574,450.554630117574,48.6060223039999,-0.15,0.79,2160,2160,2160,2160,3.24,3.24,-5.0
56.3,450.85394194966506,450.85394194966506,48.1060223039999,-0.24,0.79,2220,2220,2220,2220,2.99,2.99,-5.0
56.4,451.13080539434924,451.13080539434924,47.6060223039999,-0.35,0.79,2280,2280,2280,2280,2.77,2.77,-5.0
56.5,451.38690408068214,451.38690408068214,47.1060223039999,-0.46,0.79,2340,2340,2340,2340,2.56,2.56,-5.0
56.6,451.62379536554005,451.62379536554005,46.6060223039999,-0.57,0.79,2400,2400,2400,2400,2.37,2.37,-5.0
56.7,451.8429198040336,451.8429198040336,46.1060223039999,-0.69,0.79,2460,2460,2460,2460,2.19,2.19,-5.0
56.8,452.0456099096402,452.0456099096402,45.6074965759999,-0.79,0.79,2520,2520,2520,2520,2.03,2.03,-4.99
56.9,452.2330982573263,452.2330982573263,45.1152431999999,-0.89,0.79,2580,2580,2580,2580,1.87,1.87,-4.92
57.0,452.4065249789359,452.4065249789359,44.6341731519999,-0.98,0.79,2640,2640,2640,2640,1.73,1.73,-4.81
57.1,452.5669446964248,452.5669446964248,44.1693103039999,-1.06,0.79,2700,2700,2700,2700,1.6,1.6,-4.65
57.2,452.715332935102,452.715332935102,43.7257914239999,-1.12,0.79,2760,2760,2760,2760,1.48,1.48,-4.44
57.3,452.85259205587846,452.85259205587846,43.3088661759999,-1.18,0.79,2820,2820,2820,2820,1.37,1.37,-4.17
57.4,452.9795567425967,452.9795567425967,42.9238971199999,-1.23,0.79,2880,2880,2880,2880,1.27,1.27,-3.85
57.5,453.096999077811,453.096999077811,42.5763597119999,-1.27,0.79,2940,2940,2940,2940,1.17,1.17,-3.48
57.6,453.2056332378843,453.2056332378843,42.2718423039999,-1.3,0.79,3000,3000,3000,3000,1.09,1.09,-3.05
57.7,453.3061198359521,453.3061198359521,42.016046143999894,-1.33,0.79,3060,3060,3060,3060,1.0,1.0,-2.56
57.8,453.39906993916475,453.39906993916475,41.8147853759999,-1.35,0.79,3120,3120,3120,3120,0.93,0.93,-2.01
57.9,453.4850487846365,453.4850487846365,41.67398703999989,-1.38,0.79,3180,3180,3180,3180,0.86,0.86,-1.41
58.0,453.56457921669784,453.56457921669784,41.59969107199989,-1.39,0.79,3240,3240,3240,3240,0.8,0.8,-0.74
58.1,453.6381448663546,453.6381448663546,41.59805030399989,-1.41,0.79,3300,3300,3300,3300,0.74,0.74,-0.02
58.2,453.7061930922871,453.7061930922871,41.67533046399989,-1.42,0.79,3360,3360,3360,3360,0.68,0.68,0.77
58.3,453.76913770127464,453.76913770127464,41.837910175999895,-1.43,0.79,3420,3420,3420,3420,0.63,0.63,1.63
58.4,453.82736146458814,453.82736146458814,42.0922809599999,-1.44,0.79,3480,3480,3480,3480,0.58,0.58,2.54
58.5,453.88121844565313,453.88121844565313,42.445047231999894,-1.44,0.79,3540,3540,3540,3540,0.54,0.54,3.53
58.6,453.9310361531382,453.9310361531382,42.90292630399989,-1.45,0.79,3600,3600,3600,3600,0.5,0.5,4.58
58.7,453.9771175325619,453.9771175325619,43.40292630399989,-1.45,0.79,3540,3540,3540,3540,0.46,0.46,5.0
58.8,454.01974280852886,454.01974280852886,43.90292630399989,-1.45,0.79,3480,3480,3480,3480,0.43,0.43,5.0
58.9,454.0591711887983,454.0591711887983,44.40292630399989,-1.45,0.79,3420,3420,3420,3420,0.39,0.39,5.0
59.0,454.0956424405475,454.0956424405475,44.90292630399989,-1.45,0.79,3360,3360,3360,3360,0.36,0.36,5.0
59.1,454.12937834841557,454.12937834841557,45.40292630399989,-1.45,0.79,3300,3300,3300,3300,0.34,0.34,5.0
59.2,454.1605840631935,454.1605840631935,45.90292630399989,-1.44,0.79,3240,3240,3240,3240,0.31,0.31,5.0
59.3,454.18944934936303,454.18944934936303,46.40292630399989,-1.44,0.79,3180,3180,3180,3180,0.29,0.29,5.0
59.4,454.2161497390699,454.2161497390699,46.90292630399989,-1.43,0.79,3120,3120,3120,3120,0.27,0.27,5.0
59.5,454.2408475995488,454.2408475995488,47.40292630399989,-1.42,0.79,3060,3060,3060,3060,0.25,0.25,5.0
59.6,454.2636931204917,454.2636931204917,47.90292630399989,-1.41,0.79,3000,3000,3000,3000,0.23,0.23,5.0
59.7,454.2848252273639,454.2848252273639,48.40292630399989,-1.38,0.79,2940,2940,2940,2940,0.21,0.21,5.0
59.8,455.34548539914374,455.34548539914374,48.90292630399989,-0.01,0.79,2880,2880,2880,2880,10.61,10.61,5.0
59.9,456.40614557092357,456.40614557092357,49.40292630399989,-0.01,0.79,2820,2820,2820,2820,10.61,10.61,5.0
60.0,457.4668057427034,457.4668057427034,49.90292630399989,-0.0,0.79,2760,2760,2760,2760,10.61,10.61,5.0
60.1,458.52746591448323,458.52746591448323,50.40292630399989,-0.0,0.79,2700,2700,2700,2700,10.61,10.61,5.0
60.2,459.58812608626306,459.58812608626306,50.90292630399989,0.0,0.79,2640,2640,2640,2640,10.61,10.61,5.0
60.3,460.6487862580429,460.6487862580429,51.40292630399989,0.01,0.79,2580,2580,2580,2580,10.61,10.61,5.0
60.4,461.7094464298227,461.7094464298227,51.90292630399989,0.01,0.79,2520,2520,2520,2520,10.61,10.61,5.0
60.5,462.77010660160255,462.77010660160255,52.39971539199989,0.02,0.79,2460,2460,2460,2460,10.61,10.61,4.97
60.6,463.8307667733824,463.8307667733824,52.88872127999989,0.02,0.79,2400,2400,2400,2400,10.61,10.61,4.89
60.7,464.8914269451622,464.8914269451622,53.36548457599989,0.03,0.79,2340,2340,2340,2340,10.61,10.61,4.77
60.8,465.95208711694204,465.95208711694204,53.82565878399989,0.03,0.79,2280,2280,2280,2280,10.61,10.61,4.6
60.9,467.01274728872187,467.01274728872187,54.265010303999894,0.03,0.79,2220,2220,2220,2220,10.61,10.61,4.39
61.0,468.0734074605017,468.0734074605017,54.67941843199989,0.04,0.79,2160,2160,2160,2160,10.61,10.61,4.14
61.1,469.1340676322815,469.1340676322815,55.06487535999989,0.04,0.79,2100,2100,2100,2100,10.61,10.61,3.85
61.2,470.19472780406136,470.19472780406136,55.41748617599989,0.05,0.79,2040,2040,2040,2040,10.61,10.61,3.53
61.3,471.2553879758412,471.2553879758412,55.73346886399989,0.05,0.79,1980,1980,1980,1980,10.61,10.61,3.16
61.4,472.316048147621,472.316048147621,56.009154303999885,0.05,0.79,1920,1920,1920,1920,10.61,10.61,2.76
61.5,473.37670831940085,473.37670831940085,56.24098627199989,0.06,0.79,1860,1860,1860,1860,10.61,10.61,2.32
61.6,474.4373684911807,474.4373684911807,56.42552143999988,0.06,0.79,1800,1800,1800,1800,10.61,10.61,1.85
61.7,475.4980286629605,475.4980286629605,56.56275980799988,0.06,0.79,1800,1800,1800,1800,10.61,10.61,1.37
61.8,476.55868883474034,476.55868883474034,56.65270137599988,0.07,0.79,1800,1800,1800,1800,10.61,10.61,0.9
61.9,477.61934900652017,477.61934900652017,56.695346143999885,0.07,0.79,1800,1800,1800,1800,10.61,10.61,0.43
62.0,478.6800091783,478.6800091783,56.69069411199988,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-0.05
62.1,479.7406693500798,479.7406693500798,56.63874527999988,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-0.52
62.2,480.80132952185966,480.80132952185966,56.53949964799988,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-0.99
62.3,481.8619896936395,481.8619896936395,56.392957215999886,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-1.47
62.4,482.9226498654193,482.9226498654193,56.199117983999884,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-1.94
62.5,483.98331003719915,483.98331003719915,55.957981951999884,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-2.41
62.6,485.043970208979,485.043970208979,55.669549119999886,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-2.88
62.7,486.1046303807588,486.1046303807588,55.33381948799988,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-3.36
62.8,487.16529055253864,487.16529055253864,54.95079305599988,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-3.83
62.9,488.22595072431847,488.22595072431847,54.52046982399988,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-4.3
63.0,489.2866108960983,489.2866108960983,54.042849791999885,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-4.78
63.1,490.3472710678781,490.3472710678781,53.542849791999885,0.05,0.79,1800,1800,1800,1800,10.61,10.61,-5.0
63.2,491.40793123965796,491.40793123965796,53.042849791999885,0.05,0.79,1800,1800,1800,1800,10.61,10.61,-5.0
63.3,492.4685914114378,492.4685914114378,52.542849791999885,0.04,0.79,1860,1860,1860,1860,10.61,10.61,-5.0
63.4,493.5292515832176,493.5292515832176,52.042849791999885,0.03,0.79,1920,1920,1920,1920,10.61,10.61,-5.0
63.5,494.58991175499744,494.58991175499744,51.542849791999885,0.03,0.79,1980,1980,1980,1980,10.61,10.61,-5.0
63.6,495.6505719267773,495.6505719267773,51.042849791999885,0.02,0.79,2040,2040,2040,2040,10.61,10.61,-5.0
63.7,496.7112320985571,496.7112320985571,50.542849791999885,0.01,0.79,2100,2100,2100,2100,10.61,10.61,-5.0
63.8,497.77189227033693,497.77189227033693,50.042849791999885,0.01,0.79,2160,2160,2160,2160,10.61,10.61,-5.0
63.9,498.83255244211676,498.83255244211676,49.542849791999885,0.0,0.79,2220,2220,2220,2220,10.61,10.61,-5.0
64.0,499.8932126138966,499.8932126138966,49.042849791999885,-0.01,0.79,2280,2280,2280,2280,10.61,10.61,-5.0
64.1,500.9538727856764,500.9538727856764,48.542849791999885,-0.01,0.79,2340,2340,2340,2340,10.61,10.61,-5.0
64.2,502.01453295745625,502.01453295745625,48.042849791999885,-0.02,0.79,2400,2400,2400,2400,10.61,10.61,-5.0
64.3,503.0751931292361,503.0751931292361,47.542849791999885,-0.03,0.79,2460,2460,2460,2460,10.61,10.61,-5.0
64.4,504.1358533010159,504.1358533010159,47.04432406399989,-0.04,0.79,2520,2520,2520,2520,10.61,10.61,-4.99
64.5,505.19651347279574,505.19651347279574,46.55207068799989,-0.05,0.79,2580,2580,2580,2580,10.61,10.61,-4.92
64.6,506.2571736445756,506.2571736445756,46.07100063999989,-0.06,0.79,2640,2640,2640,2640,10.61,10.61,-4.81
64.7,507.3178338163554,507.3178338163554,45.606137791999885,-0.07,0.79,2700,2700,2700,2700,10.61,10.61,-4.65
64.8,508.37849398813523,508.37849398813523,45.162618911999886,-0.08,0.79,2760,2760,2760,2760,10.61,10.61,-4.44
64.9,509.43915415991506,509.43915415991506,44.74569366399989,-0.09,0.79,2820,2820,2820,2820,10.61,10.61,-4.17
65.0,510.4998143316949,510.4998143316949,44.360724607999884,-0.1,0.79,2880,2880,2880,2880,10.61,10.61,-3.85
65.1,511.5604745034747,511.5604745034747,44.013187199999884,-0.11,0.79,2940,2940,2940,2940,10.61,10.61,-3.48
65.2,512.6211346752546,512.6211346752546,43.70866979199988,-0.12,0.79,3000,3000,3000,3000,10.61,10.61,-3.05
65.3,513.6817948470343,513.6817948470343,43.45287363199988,-0.13,0.79,3060,3060,3060,3060,10.61,10.61,-2.56
65.4,514.7424550188141,514.7424550188141,43.25161286399988,-0.14,0.79,3120,3120,3120,3120,10.61,10.61,-2.01
65.5,515.8031151905939,515.8031151905939,43.11081452799988,-0.15,0.79,3180,3180,3180,3180,10.61,10.61,-1.41
65.6,516.8637753623736,516.8637753623736,43.03651855999988,-0.16,0.79,3240,3240,3240,3240,10.61,10.61,-0.74
65.7,517.9244355341534,517.9244355341534,43.034877791999875,-0.17,0.79,3300,3300,3300,3300,10.61,10.61,-0.02
65.8,518.9850957059332,518.9850957059332,43.112157951999876,-0.18,0.79,3360,3360,3360,3360,10.61,10.61,0.77
65.9,520.045755877713,520.045755877713,43.27473766399988,-0.18,0.79,3420,3420,3420,3420,10.61,10.61,1.63
66.0,521.1064160494927,521.1064160494927,43.52910844799988,-0.19,0.79,3480,3480,3480,3480,10.61,10.61,2.54
66.1,522.1670762212725,522.1670762212725,43.88187471999988,-0.19,0.79,3540,3540,3540,3540,10.61,10.61,3.53
66.2,523.2277363930523,523.2277363930523,44.339753791999875,-0.18,0.79,3600,3600,3600,3600,10.61,10.61,4.58
66.3,524.288396564832,524.288396564832,44.839753791999875,-0.18,0.79,3540,3540,3540,3540,10.61,10.61,5.0
66.4,525.3490567366118,525.3490567366118,45.339753791999875,-0.17,0.79,3480,3480,3480,3480,10.61,10.61,5.0
66.5,526.4097169083916,526.4097169083916,45.839753791999875,-0.16,0.79,3420,3420,3420,3420,10.61,10.61,5.0
66.6,527.4703770801714,527.4703770801714,46.339753791999875,-0.15,0.79,3360,3360,3360,3360,10.61,10.61,5.0
66.7,528.5310372519511,528.5310372519511,46.839753791999875,-0.14,0.79,3300,3300,3300,3300,10.61,10.61,5.0
66.8,529.5916974237309,529.5916974237309,47.339753791999875,-0.13,0.79,3240,3240,3240,3240,10.61,10.61,5.0
66.9,530.6523575955107,530.6523575955107,47.839753791999875,-0.12,0.79,3180,3180,3180,3180,10.61,10.61,5.0
67.0,531.7130177672905,531.7130177672905,48.339753791999875,-0.1,0.79,3120,3120,3120,3120,10.61,10.61,5.0
67.1,532.7436323438346,532.7436323438346,48.839753791999875,-0.09,0.79,3060,3060,3060,3060,10.31,10.31,5.0
67.2,533.6969508271379,533.6969508271379,49.339753791999875,-0.06,0.79,3000,3000,3000,3000,9.53,9.53,5.0
67.3,534.5787704241935,534.5787704241935,49.839753791999875,-0.04,0.79,2940,2940,2940,2940,8.82,8.82,5.0
67.4,535.39445355147,535.39445355147,50.339753791999875,-0.01,0.79,2880,2880,2880,2880,8.16,8.16,5.0
67.5,536.1489604442006,536.1489604442006,50.839753791999875,0.02,0.79,2820,2820,2820,2820,7.55,7.55,5.0
67.6,536.8468793199764,536.8468793199764,51.339753791999875,0.06,0.79,2760,2760,2760,2760,6.98,6.98,5.0
67.7,537.4924542800691,537.4924542800691,51.839753791999875,0.11,0.79,2700,2700,2700,2700,6.46,6.46,5.0
67.8,538.0896111181548,538.0896111181548,52.339753791999875,0.16,0.79,2640,2640,2640,2640,5.97,5.97,5.0
67.9,538.6419811933841,538.6419811933841,52.839753791999875,0.22,0.79,2580,2580,2580,2580,5.52,5.52,5.0
68.0,539.1529235129713,539.1529235129713,53.339753791999875,0.29,0.79,2520,2520,2520,2520,5.11,5.11,5.0
68.1,539.6255451585893,539.6255451585893,53.836542879999875,0.36,0.79,2460,2460,2460,2460,4.73,4.73,4.97
68.2,540.062720180786,540.062720180786,54.32554876799988,0.44,0.79,2400,2400,2400,2400,4.37,4.37,4.89
68.3,540.4671070763179,540.4671070763179,54.80231206399988,0.52,0.79,2340,2340,2340,2340,4.04,4.04,4.77
68.4,540.8411649546849,540.8411649546849,55.262486271999876,0.6,0.79,2280,2280,2280,2280,3.74,3.74,4.6
